Date,Open,High,Low,Close
2020-03-13,15.79,15.87,14.4445,14.7
2020-03-16,14.8,14.91,11.5895,12.8155
2020-03-17,12.9445,13.2485,12.13,12.6545
2020-03-18,12.7395,12.8875,11.64,11.9545
2020-03-19,11.995,12.31,11.8,12.1165
2020-03-20,12.135,13.03,12.05,12.6
2020-03-23,12.39,13.2885,12.33,13.2735
2020-03-24,13.275,14.429,13.17,14.414
2020-03-25,14.47,14.72,14.02,14.5135
2020-03-26,14.35,14.68,14.16,14.3965
2020-03-27,14.45,14.63,14.18,14.5025
2020-03-30,14.5025,14.557,13.82,14.05
2020-03-31,14.08,14.2515,13.86,13.978
2020-04-01,13.96,14.15,13.82,13.96
2020-04-02,13.95,14.55,13.91,14.49
2020-04-03,14.5,14.55,14.28,14.4
2020-04-06,14.46,15.09,14.25,15.02
2020-04-07,15.01,15.54,14.8762,15.0175
2020-04-08,14.9885,15.14,14.8705,14.97
2020-04-09,14.96,15.55,14.93,15.44
2020-04-13,15.47,15.51,15.15,15.42
2020-04-14,15.35,15.84,15.35,15.75
2020-04-15,15.76,15.79,15.28,15.45
2020-04-16,15.49,15.6,15.21,15.49
2020-04-17,15.54,15.55,15.03,15.17
2020-04-20,15.15,15.4365,15.06,15.312
2020-04-21,15.3325,15.34,14.54,14.89
2020-04-22,14.91,15.16,14.68,15.09
2020-04-23,15.1,15.45,14.97,15.24
2020-04-24,15.26,15.39,15.03,15.24
2020-04-27,15.22,15.33,15.0255,15.2145
2020-04-28,15.201,15.24,14.91,15.17
2020-04-29,15.18,15.4,15.096,15.29
2020-04-30,15.32,15.5,14.711,14.961
2020-05-01,14.9395,15.0525,14.75,14.95
2020-05-04,14.98,15.07,14.71,14.79
2020-05-05,14.8,15.05,14.73,14.96
2020-05-06,14.97,15.16,14.82,14.85
2020-05-07,14.84,15.44,14.83,15.34
2020-05-08,15.35,15.64,15.22,15.51
2020-05-11,15.5,15.62,15.28,15.49
2020-05-12,15.5,15.63,15.34,15.45
2020-05-13,15.44,15.6555,15.3175,15.57
2020-05-14,15.5795,15.9,15.45,15.87
2020-05-15,15.88,16.73,15.78,16.62
2020-05-18,16.84,17.5695,16.68,16.979
2020-05-19,16.9895,17.49,16.977,17.347
2020-05-20,17.36,17.64,17.28,17.55
2020-05-21,17.57,17.57,16.88,17.11
2020-05-22,17.12,17.25,16.73,17.18
2020-05-25,17.2,17.21,16.9,17.185
2020-05-26,17.12,17.4615,17.0255,17.131
2020-05-27,17.1305,17.36,16.85,17.24
2020-05-28,17.28,17.52,17.18,17.37
2020-05-29,17.38,17.91,17.27,17.86
2020-06-01,18.03,18.38,17.946,18.31
2020-06-02,18.32,18.37,17.79,18.07
2020-06-03,18.064,18.09,17.47,17.65
2020-06-04,17.66,17.85,17.47,17.71
2020-06-05,17.72,17.78,17.22,17.4
2020-06-08,17.38,17.8,17.32,17.77
2020-06-09,17.76,17.78,17.47,17.52
2020-06-10,17.53,18.19,17.53,18.11
2020-06-11,18.1,18.16,17.48,17.635
2020-06-12,17.6535,17.75,17.39,17.5
2020-06-15,17.47,17.56,16.96,17.38
2020-06-16,17.39,17.57,17.29,17.46
2020-06-17,17.45,17.61,17.34,17.5
2020-06-18,17.49,17.67,17.31,17.39
2020-06-19,17.4,17.81,17.37,17.66
2020-06-22,17.69,18.03,17.66,17.71
2020-06-23,17.69,18.02,17.6724,17.95
2020-06-24,17.93,18.07,17.41,17.5
2020-06-25,17.52,17.82,17.45,17.8
2020-06-26,17.83,17.95,17.5,17.83
2020-06-29,17.84,17.96,17.69,17.86
2020-06-30,17.82,18.24,17.774,18.2
2020-07-01,18.24,18.45,17.84,18.01
2020-07-02,18.02,18.13,17.77,17.96
2020-07-03,17.97,18.1,17.935,18.0485
2020-07-06,18.0395,18.4,17.95,18.27
2020-07-07,18.28,18.37,17.99,18.27
2020-07-08,18.28,18.775,18.25,18.71
2020-07-09,18.73,19.04,18.49,18.64
2020-07-10,18.62,18.81,18.49,18.72
2020-07-13,18.73,19.39,18.71,19.08
2020-07-14,19.07,19.3,18.88,19.21
2020-07-15,19.25,19.48,19.15,19.41
2020-07-16,19.45,19.46,19.1,19.17
2020-07-17,19.15,19.4,18.9229,19.33
2020-07-20,19.35,19.92,19.2497,19.9
2020-07-21,19.93,21.33,19.86,21.3
2020-07-22,21.31,23.08,21.28,23
2020-07-23,23.05,23.26,22.2625,22.598
2020-07-24,22.642,22.9195,22.41,22.7525
2020-07-27,22.74,24.61,22.73,24.6
2020-07-28,24.58,26.19,22.31,24.42
2020-07-29,24.48,24.95,23.42,24.31
2020-07-30,24.34,24.42,22.94,23.5
2020-07-31,23.51,24.38,23.29,24.32
2020-08-03,24.61,24.98,24.03,24.33
2020-08-04,24.36,26.04,24.14,26.01
2020-08-05,26.07,27.1425,25.39,26.959
2020-08-06,26.979,29.09,26.8045,28.92
2020-08-07,28.94,29.86,27.39,28.09
2020-08-10,28.48,29.4,27.83,29.13
2020-08-11,29.14,29.26,24.387,24.803
2020-08-12,24.8265,26.28,23.46,25.513
2020-08-13,25.559,27.71,25.2785,27.6
2020-08-14,27.52,27.73,25.75,26.4
2020-08-17,26.55,27.57,25.84,27.39
2020-08-18,27.51,28.46,27.13,27.67
2020-08-19,27.72,28.03,26.5,26.7
2020-08-20,26.69,27.53,26.61,27.24
2020-08-21,27.28,27.541,26.06,26.72
2020-08-24,26.85,27.24,26.27,26.609
2020-08-25,26.6075,26.8,26.07,26.54
2020-08-26,26.58,27.51,26.11,27.51
2020-08-27,27.52,27.91,26.52,27.02
2020-08-28,27.03,27.72,26.84,27.51
2020-08-31,27.52,28.36,27.52,28.14
2020-09-01,28.16,28.9,27.68,28.11
2020-09-02,28.13,28.31,27.0715,27.447
2020-09-03,27.4645,27.71,26.49,26.572
2020-09-04,26.59,27.03,26.31,26.91
2020-09-07,26.89,27.18,26.64,26.855
2020-09-08,26.91,27.1,25.86,26.66
2020-09-09,26.65,27.12,26.41,26.98
2020-09-10,26.99,27.49,26.7,26.88
2020-09-11,26.84,27.03,26.58,26.7755
2020-09-14,26.69,27.31,26.68,27.11
2020-09-15,27.15,27.63,27.01,27.14
2020-09-16,27.245,27.44,26.8825,27.165
2020-09-17,27.1595,27.2005,26.31,27.02
2020-09-18,27.03,27.21,26.7,26.81
2020-09-21,26.74,26.9645,23.74,24.73
2020-09-22,24.74,25.23,23.84,24.38
2020-09-23,24.39,24.48,22.6,22.775
2020-09-24,22.76,23.35,21.67,23.14
2020-09-25,23.16,23.3,22.44,22.9
2020-09-28,22.91,23.7305,22.52,23.688
2020-09-29,23.683,24.4065,23.38,24.1815
2020-09-30,24.288,24.313,23.13,23.23
2020-10-01,23.275,24.16,23.23,23.79
2020-10-02,23.77,24.2,23.49,23.7635
2020-10-05,23.83,24.5195,23.69,24.3615
2020-10-06,24.3745,24.5,22.88,23.07
2020-10-07,23.05,23.98,23.03,23.81
2020-10-08,23.8,24.21,23.66,23.84
2020-10-09,23.85,25.16,23.83,25.15
2020-10-12,25.1,25.56,24.8,25.1
2020-10-13,25.12,25.19,23.94,24.13
2020-10-14,24.15,24.6355,23.87,24.2625
2020-10-15,24.267,24.3145,23.5785,24.2795
2020-10-16,24.3185,24.52,24.1155,24.14
2020-10-19,24.17,24.97,24.12,24.39
2020-10-20,24.38,24.92,24.32,24.62
2020-10-21,24.68,25.2885,24.66,25.0425
2020-10-22,25.0465,25.0925,24.39,24.71
2020-10-23,24.72,24.86,24.42,24.62
2020-10-26,24.26,24.56,24.1,24.2915
2020-10-27,24.3,24.62,24.2,24.3715
2020-10-28,24.28,24.57,23.03,23.3995
2020-10-29,23.4,23.58,22.59,23.2805
2020-10-30,23.26,23.82,23.18,23.65
2020-11-02,23.58,24.16,23.4,24.1
2020-11-03,24.096,24.39,23.92,24.23
2020-11-04,24.21,24.49,23.24,23.9
2020-11-05,23.91,25.47,23.9,25.37
2020-11-06,25.36,25.84,24.9,25.58
2020-11-09,25.7,26,23.58,24.1
2020-11-10,24.14,24.5,23.91,24.24
2020-11-11,24.22,24.43,23.78,24.28
2020-11-12,24.29,24.4,24.05,24.29
2020-11-13,24.28,24.82,24.15,24.63
2020-11-16,24.71,25.07,24.23,24.77
2020-11-17,24.78,24.81,24.37,24.49
2020-11-18,24.48,24.7,24.22,24.34
2020-11-19,24.33,24.38,23.6405,24.049
2020-11-20,24.0585,24.53,23.89,24.2
2020-11-23,24.13,24.4,23.43,23.6
2020-11-24,23.62,23.64,22.94,23.27
2020-11-25,23.26,23.52,23.11,23.3365
2020-11-26,23.3505,24.14,23.19,23.3295
2020-11-27,23.31,23.33,22.34,22.6915
2020-11-30,22.72,22.75,21.9,22.63
2020-12-01,22.64,24.0525,22.59,24.0045
2020-12-02,24.011,24.31,23.55,24.09
2020-12-03,24.1,24.28,23.75,24.06
2020-12-04,24.07,24.41,23.94,24.17
2020-12-07,24.23,24.78,23.54,24.49
2020-12-08,24.48,24.87,24.43,24.55
2020-12-09,24.58,24.59,23.59,23.96
2020-12-10,23.95,24.29,23.72,23.99
2020-12-11,24.01,24.12,23.61,23.96
2020-12-14,24.03,24.23,23.68,23.84
2020-12-15,23.85,24.56,23.825,24.5
2020-12-16,24.51,25.5,24.44,25.35
2020-12-17,25.34,26.1015,25.17,26.0675
2020-12-18,26.064,26.13,25.66,25.7725
2020-12-21,25.98,27.4,24.98,26.17
2020-12-22,26.2,26.58,25.08,25.19
2020-12-23,25.235,25.79,25.07,25.56
2020-12-24,25.57,25.91,25.44,25.7945
2020-12-28,26,26.77,25.93,26.26
2020-12-29,26.25,26.61,25.96,26.21
2020-12-30,26.22,26.68,26.145,26.68
2020-12-31,26.69,26.71,26.22,26.389
2021-01-04,26.64,27.57,26.63,27.24
2021-01-05,27.21,27.69,27,27.58
2021-01-06,27.57,27.92,26.62,27.3
2021-01-07,27.31,27.36,26.92,27.13
2021-01-08,27.16,27.21,24.49,25.31
2021-01-11,25.37,25.51,24.34,24.91
2021-01-12,24.929,25.64,24.929,25.55
2021-01-13,25.58,25.69,25.14,25.21
2021-01-14,25.22,25.89,25.06,25.51
2021-01-15,25.52,25.78,24.59,24.71
2021-01-18,24.75,25.35,24.14,24.9715
2021-01-19,24.95,25.41,24.95,25.22
2021-01-20,25.24,25.89,25.05,25.84
2021-01-21,25.83,26.05,25.65,25.9375
2021-01-22,25.9575,25.9725,25.03,25.45
2021-01-25,25.46,25.77,25.16,25.34
2021-01-26,25.35,25.66,25.2,25.48
2021-01-27,25.47,25.49,24.7,25.27
